cisvc.exe	1580	Normal	Microsoft® Windows® Operating System	5.1.2600.2180 (xpsp_sp2_rtm.040803-2158)	Content Index service	Microsoft Corporation		5,632	05/09/2007 19:22:55	03/08/2004 23:56:48	C:\WINDOWS\system32\cisvc.exe	0x01000000	09/08/2008 03:30:56	0	0	NT AUTHORITY\SYSTEM	500 K	56588 K	6938039	6836 K	58996 K	A	
cvsservice.exe	1612	Normal	cvsnt	cvsservice 2.0.51d	cvsnt service	GNU		35,328	19/08/2004 08:39:30	19/08/2004 08:39:30	C:\cvsnt\cvsservice.exe	0x00400000	09/08/2008 03:30:56	0	0	NT AUTHORITY\SYSTEM	372 K	2988 K	933	844 K	948 K	A	
cvslock.exe	1632	Normal						48,640	19/08/2004 08:39:30	19/08/2004 08:39:30	C:\cvsnt\cvslock.exe	0x00400000	09/08/2008 03:30:56	0	0	NT AUTHORITY\SYSTEM	364 K	2660 K	831	816 K	816 K	A	
SRVANY.exe	1652	Normal						15,872	05/09/2007 19:24:20	02/12/1999 13:54:38	C:\WINDOWS\System32\SRVANY.exe	0x01000000	09/08/2008 03:30:56	0	0	NT AUTHORITY\SYSTEM	192 K	1640 K	520	524 K	552 K	A	
FrameworkService.exe	1688	Normal	McAfee Common Framework	3.6.0.546	Framework Service	McAfee, Inc.		104,000	05/09/2007 12:05:04	10/07/2007 10:08:38	C:\Program Files\McAfee\Common Framework\FrameworkService.exe	0x00400000	09/08/2008 03:30:56	0	0	NT AUTHORITY\SYSTEM	13088 K	18760 K	2528622	11480 K	14296 K	A	
Mcshield.exe	1716	High	VirusScan	8.0.0.318	On-Access Scanner service	Network Associates, Inc.		221,191	14/02/2006 19:00:00	14/02/2006 19:00:00	C:\Program Files\Network Associates\VirusScan\Mcshield.exe	0x00400000	09/08/2008 03:30:56	0	0	NT AUTHORITY\SYSTEM	55592 K	112460 K	5271129	100604 K	111488 K	A	
VsTskMgr.exe	1740	Normal	VirusScan Enterprise	8.0.0.1004	Task Manager : scheduling and OAS alerting service	Network Associates, Inc.		29,184	08/06/2006 19:00:00	08/06/2006 19:00:00	C:\Program Files\Network Associates\VirusScan\VsTskMgr.exe	0x00400000	09/08/2008 03:30:56	0	0	NT AUTHORITY\SYSTEM	376 K	5480 K	117498	2892 K	3624 K	A	
MDM.EXE	1784	Normal	Microsoft® Visual Studio .NET	7.00.9466	Machine Debug Manager	Microsoft Corporation		322,120	19/06/2003 23:25:00	19/06/2003 23:25:00	C:\Program Files\Common Files\Microsoft Shared\VS7DEBUG\MDM.EXE	0x00400000	09/08/2008 03:30:56	0	0	NT AUTHORITY\SYSTEM	1552 K	3416 K	2890	1212 K	1256 K	A	
minislv.exe	1852	Normal	1E Ltd minislv	4, 0, 0, 8	minislv	1E Ltd		174,836	24/11/2004 10:10:46	24/11/2004 10:10:46	C:\Program Files\1E\SMSWakeup40\minislv.exe	0x00400000	09/08/2008 03:30:57	0	0	NT AUTHORITY\SYSTEM	360 K	4640 K	3871	1216 K	4440 K	A	
amqsvc.exe	1928	Normal	IBM WebSphere MQ for Windows	6,002,0100,07085	WebSphere MQ Service Manager	IBM Corporation		73,728	26/03/2007 22:04:58	26/03/2007 22:04:58	C:\Program Files\IBM\WebSphere MQ\bin\amqsvc.exe	0x00400000	09/08/2008 03:30:57	0	0	NT AUTHORITY\SYSTEM	516 K	6172 K	1744	5008 K	5056 K	A	
NightWatchman.exe	1992	Normal	NightWatchman	3, 0, 0, 10	NightWatchman	1E  Ltd.		260,388	26/04/2006 10:47:12	26/04/2006 10:47:12	C:\Program Files\1E\NightWatchman\NightWatchman.exe	0x00400000	09/08/2008 03:30:57	0	2	NT AUTHORITY\SYSTEM	800 K	4400 K	3099	2464 K	2532 K	A	
nvsvc32.exe	2024	Normal	NVIDIA Driver Helper Service, Version 91.69	6.14.10.9169	NVIDIA Driver Helper Service, Version 91.69	NVIDIA Corporation		155,715	05/09/2007 19:25:33	27/01/2007 04:26:00	C:\WINDOWS\system32\nvsvc32.exe	0x00400000	09/08/2008 03:30:57	0	2	NT AUTHORITY\SYSTEM	536 K	4916 K	3130	2352 K	2980 K	A	
svchost.exe	2036	Normal	Microsoft® Windows® Operating System	5.1.2600.2180 (xpsp_sp2_rtm.040803-2158)	Generic Host Process for Win32 Services	Microsoft Corporation		14,336	05/09/2007 19:23:38	03/08/2004 23:56:58	C:\WINDOWS\System32\svchost.exe	0x01000000	09/08/2008 03:30:57	0	0		12944 K	23436 K	21710	1168 K	1168 K	A	
CcmExec.exe	292	Normal	Systems Management Server	2.50.4253.3000 built by: SMS	CCM Executive	Microsoft Corporation		590,712	13/04/2007 01:50:00	13/04/2007 01:50:00	C:\WINDOWS\system32\CCM\CcmExec.exe	0x01000000	09/08/2008 03:30:57	0	0	NT AUTHORITY\SYSTEM	52244 K	119960 K	562648	108684 K	115412 K	A	
naPrdMgr.exe	404	Normal	McAfee Common Framework	3.6.0.546	NAI Product Manager	McAfee, Inc.		136,768	05/09/2007 12:05:04	10/07/2007 10:08:42	C:\Program Files\McAfee\Common Framework\naPrdMgr.exe	0x00400000	09/08/2008 03:30:57	0	0	NT AUTHORITY\SYSTEM	808 K	49164 K	15228264	12484 K	58200 K	A	
wmiprvse.exe	616	Normal	Microsoft® Windows® Operating System	5.1.2600.2180 (xpsp_sp2_rtm.040803-2158)	WMI	Microsoft Corporation		218,112	05/09/2007 11:36:57	03/08/2004 23:56:58	C:\WINDOWS\system32\wbem\wmiprvse.exe	0x01000000	09/08/2008 03:32:33	0	0	NT AUTHORITY\SYSTEM	3232 K	6668 K	19951	4652 K	5208 K	A	
wmiprvse.exe	2256	Normal	Microsoft® Windows® Operating System	5.1.2600.2180 (xpsp_sp2_rtm.040803-2158)	WMI	Microsoft Corporation		218,112	05/09/2007 11:36:57	03/08/2004 23:56:58	C:\WINDOWS\system32\wbem\wmiprvse.exe	0x01000000	09/08/2008 03:32:36	0	0	NT AUTHORITY\SYSTEM	9560 K	16528 K	190310	7904 K	10156 K	A	
UseRDC.exe	3792	Normal	UseRDC	1.1.3069.17034	UseRDC	RBS		505,344	23/05/2008 12:24:27	27/05/2008 09:27:49	C:\WINDOWS\Temp\WLMONold\24814\UseRDC.exe	0x00400000	09/08/2008 03:33:44	0	0	NT AUTHORITY\SYSTEM	3344 K	20564 K	8897326	16992 K	17028 K	A	
cidaemon.exe	4080	Low	Microsoft® Windows® Operating System	5.1.2600.0 (xpclient.010817-1148)	Indexing Service filter daemon	Microsoft Corporation		8,192	05/09/2007 19:22:55	23/08/2001 12:00:00	C:\WINDOWS\system32\cidaemon.exe	0x01000000	09/08/2008 03:38:51	0	0	NT AUTHORITY\SYSTEM	264 K	9356 K	3091777	4844 K	5972 K	A	
cidaemon.exe	180	Low	Microsoft® Windows® Operating System	5.1.2600.0 (xpclient.010817-1148)	Indexing Service filter daemon	Microsoft Corporation		8,192	05/09/2007 19:22:55	23/08/2001 12:00:00	C:\WINDOWS\system32\cidaemon.exe	0x01000000	09/08/2008 03:38:54	0	0	NT AUTHORITY\SYSTEM	200 K	3252 K	1305	1236 K	1240 K	A	
ssonsvr.exe	3596	Normal	Citrix ICA Client	10.00.52110	Program Neighborhood	Citrix Systems, Inc.		32,144	20/03/2007 11:20:50	20/03/2007 11:20:50	C:\Program Files\Citrix\ICA Client\ssonsvr.exe	0x00400000	11/08/2008 09:29:21	0	2	NT AUTHORITY\SYSTEM	252 K	1860 K	601	536 K	536 K	A	
Explorer.EXE	3628	Normal	Microsoft® Windows® Operating System	6.00.2900.2180 (xpsp_sp2_rtm.040803-2158)	Windows Explorer	Microsoft Corporation	Program Manager	1,032,192	05/09/2007 19:23:08	03/08/2004 23:56:50	C:\WINDOWS\Explorer.EXE	0x01000000	11/08/2008 09:30:22	2	47	FM\burtojf	73280 K	89928 K	906954	21860 K	26544 K	A	
UdaterUI.exe	1284	Normal	McAfee Common Framework	3.6.0.546	Common User Interface	McAfee, Inc.		136,768	05/09/2007 12:05:05	10/07/2007 10:08:44	C:\Program Files\McAfee\Common Framework\UdaterUI.exe	0x00400000	11/08/2008 09:30:24	0	7	FM\burtojf	2288 K	7388 K	3334	3480 K	4136 K	A	
SHSTAT.EXE	2976	Normal	VirusScan Enterprise	8.0.0.912	On-access scanner statistics	Network Associates, Inc.		94,208	22/09/2004 07:00:00	22/09/2004 07:00:00	C:\Program Files\Network Associates\VirusScan\SHSTAT.EXE	0x00400000	11/08/2008 09:30:25	0	11	FM\burtojf	632 K	4600 K	117683	1776 K	1784 K	A	
Discover.exe	2984	Normal	Discover	1.2.2237.22018	System Information	Royal Bank Of Scotland		73,728	05/09/2007 19:24:19	15/02/2006 12:28:25	C:\WINDOWS\SYSTEM32\Discover.exe	0x11000000	11/08/2008 09:30:25	0	6	FM\burtojf	1076 K	10448 K	3906	8708 K	8708 K	A	
rundll32.exe	3648	Normal	Microsoft® Windows® Operating System	5.1.2600.2180 (xpsp_sp2_rtm.040803-2158)	Run a DLL as an App	Microsoft Corporation		33,280	05/09/2007 19:23:31	03/08/2004 23:56:56	C:\WINDOWS\system32\rundll32.exe	0x01000000	11/08/2008 09:30:25	0	3	FM\burtojf	376 K	3800 K	1200	2352 K	2352 K	A	
jusched.exe	4000	Normal	Java(TM) Platform SE 6 U4	6.0.40.12	Java(TM) Platform SE binary	Sun Microsystems, Inc.		144,784	25/04/2008 10:03:40	14/12/2007 02:42:38	C:\Program Files\Java\jre1.6.0_04\bin\jusched.exe	0x00400000	11/08/2008 09:30:26	0	0	FM\burtojf	64 K	2680 K	692	868 K	868 K	A	
ctfmon.exe	2900	Normal	Microsoft® Windows® Operating System	5.1.2600.2180 (xpsp_sp2_rtm.040803-2158)	CTF Loader	Microsoft Corporation		15,360	05/09/2007 19:23:49	03/08/2004 23:56:50	C:\WINDOWS\system32\ctfmon.exe	0x00400000	11/08/2008 09:30:26	0	5	FM\burtojf	3092 K	5160 K	81405	1204 K	1216 K	A	
McTray.exe	3324	Normal	McAfee Common Framework	1.0.0.125	McAfee Security Agent Taskbar Extension	McAfee, Inc.		86,016	05/09/2007 12:05:05	10/07/2007 10:08:40	C:\Program Files\McAfee\Common Framework\McTray.exe	0x00400000	11/08/2008 09:30:29	0	3	FM\burtojf	460 K	2732 K	902	796 K	800 K	A	
BTTray.exe	988	Normal	Bluetooth Software 4.0.1.700	4.0.1.700	Bluetooth Tray Application	Broadcom Corporation.		569,405	30/11/2004 10:55:44	30/11/2004 10:55:44	C:\Program Files\Linksys\Bluetooth Utility\BTTray.exe	0x00400000	11/08/2008 09:30:29	0	4	FM\burtojf	1736 K	5412 K	4324	3640 K	4932 K	A	
FSCapture.exe	2152	Normal						1,111,552	13/02/2007 00:31:26	13/02/2007 00:31:26	C:\Program Files\FastStone Capture\FSCapture.exe	0x00400000	11/08/2008 09:30:32	0	17	FM\burtojf	2128 K	30152 K	132502	11680 K	31728 K	A	
soffice.exe	3180	Normal		2.03.9215	OpenOffice.org 2.3	OpenOffice.org		2,359,296	10/09/2007 20:47:20	10/09/2007 20:47:20	C:\open-office\program\soffice.exe	0x00400000	11/08/2008 09:30:37	0	0	FM\burtojf	52 K	2224 K	607	792 K	796 K	A	
soffice.BIN	3788	Normal		2.03.9215	OpenOffice.org 2.3	OpenOffice.org		2,510,848	10/09/2007 20:48:26	10/09/2007 20:48:26	C:\open-office\program\soffice.BIN	0x00400000	11/08/2008 09:30:42	0	8	FM\burtojf	3332 K	18348 K	7056	7788 K	7832 K	A	
proquota.exe	2744	Normal	Microsoft® Windows® Operating System	5.1.2600.2829 (xpsp.060116-1550)	ProQuota	Microsoft Corporation		50,176	05/09/2007 19:23:29	17/01/2006 01:24:23	C:\WINDOWS\system32\proquota.exe	0x01000000	11/08/2008 09:31:05	0	2	FM\burtojf	584 K	3224 K	1157	1176 K	1176 K	A	
MindAlign.exe	692	Normal	MindAlign 6.5.2	6.5.2.65252	MindAlign 6.5.2	Parlano, Inc.	MindAlign - GBM_IT_Finesse	4,284,928	26/02/2007 11:27:14	26/02/2007 11:27:14	C:\Program Files\Parlano\MindAlign Client\MindAlign.exe	0x00400000	11/08/2008 09:31:06	1	248	FM\burtojf	42084 K	144652 K	691638	157376 K	158400 K	A	
OUTLOOK.EXE	3468	Normal	Microsoft Office Outlook	11.0.8206	Microsoft Office Outlook	Microsoft Corporation	Inbox - Microsoft Outlook	199,688	30/01/2008 14:48:38	30/01/2008 14:48:38	C:\Program Files\Microsoft Office\OFFICE11\OUTLOOK.EXE	0x30000000	11/08/2008 09:31:13	1	36	FM\burtojf	32216 K	210504 K	674629	205112 K	221172 K	A	
javaw.exe	1116	Normal	Java(TM) Platform SE 6 U4	6.0.40.12	Java(TM) Platform SE binary	Sun Microsystems, Inc.	SQuirreL SQL Client Version 2.6.4	135,168	25/04/2008 10:04:18	13/12/2007 23:57:24	C:\WINDOWS\system32\javaw.exe	0x00400000	11/08/2008 09:36:17	1	3	FM\burtojf	43608 K	86252 K	113965	97356 K	97392 K	A	
explorer.exe	2892	High	Microsoft® Windows® Operating System	6.00.2900.2180 (xpsp_sp2_rtm.040803-2158)	Windows Explorer	Microsoft Corporation		1,032,192	05/09/2007 19:23:08	03/08/2004 23:56:50	C:\WINDOWS\explorer.exe	0x01000000	11/08/2008 10:18:11	0	2	FM\burtojf	19472 K	97132 K	1470696	27392 K	39124 K	A	
wfica32.exe	3328	Normal	Citrix ICA Client	10.00.52110	Citrix ICA Client Engine (Win32)	Citrix Systems, Inc.	lon3333xus_cde - Citrix Presentation Server Client	834,960	20/03/2007 11:20:52	20/03/2007 11:20:52	C:\Program Files\Citrix\ICA Client\wfica32.exe	0x00400000	12/08/2008 09:00:29	1	1	FM\burtojf	2420 K	11164 K	6203	15136 K	15136 K	A	
eclipse.exe	3020	Normal						57,344	27/06/2008 09:10:37	23/06/2008 12:25:58	C:\eclipse\eclipse.exe	0x00400000	12/08/2008 12:14:14	0	0	FM\burtojf	200 K	1896 K	501	584 K	584 K		
java.exe	3652	Normal	Java(TM) Platform SE 6 U4	6.0.40.12	Java(TM) Platform SE binary	Sun Microsystems, Inc.	Java - prototype/src/main/webapp/WEB-INF/jsp/services.jsp - Eclipse Platform	135,168	25/04/2008 10:02:08	14/12/2007 00:41:04	C:\PROGRA~1\Java\jdk1.6.0_04\bin\java.exe	0x00400000	12/08/2008 12:14:14	2	80	FM\burtojf	559248 K	635168 K	2116250	677536 K	693360 K	A	
firefox.exe	1460	Normal	Firefox	1.9.0.1	Firefox	Mozilla Corporation	lonmw68711/147.114.162.158 - Mozilla Firefox	307,712	13/09/2007 09:06:57	17/07/2008 09:33:40	C:\Program Files\Mozilla Firefox\firefox.exe	0x00400000	15/08/2008 08:38:42	4	25	FM\burtojf	130308 K	152276 K	1409908	114952 K	135624 K	A	
abyssws.exe	3840	Normal	Abyss Web Server X1	2, 5, 0, 0	Abyss Web Server X1	Aprelium Technologies		506,425	19/03/2008 17:14:16	19/03/2008 17:14:16	C:\abyss-web-server\abyssws.exe	0x00400000	15/08/2008 11:05:20	0	0	NT AUTHORITY\SYSTEM	2200 K	2204 K	561	816 K	820 K	A	
abyssws.exe	2820	Normal	Abyss Web Server X1	2, 5, 0, 0	Abyss Web Server X1	Aprelium Technologies		506,425	19/03/2008 17:14:16	19/03/2008 17:14:16	C:\abyss-web-server\abyssws.exe	0x00400000	15/08/2008 11:08:08	0	0	NT AUTHORITY\SYSTEM	368 K	17784 K	69375	6744 K	15800 K	A	
javaw.exe	2356	Normal	Java(TM) Platform SE 6 U4	6.0.40.12	Java(TM) Platform SE binary	Sun Microsystems, Inc.		135,168	25/04/2008 10:02:08	14/12/2007 00:41:04	C:\Program Files\Java\jdk1.6.0_04\bin\javaw.exe	0x00400000	15/08/2008 17:19:59	0	0	FM\burtojf	68536 K	71292 K	29179	63728 K	66316 K	A	
cmd.exe	1008	Normal	Microsoft® Windows® Operating System	5.1.2600.2180 (xpsp_sp2_rtm.040803-2158)	Windows Command Processor	Microsoft Corporation		388,608	05/09/2007 19:22:55	03/08/2004 23:56:50	C:\WINDOWS\system32\cmd.exe	0x4AD00000	15/08/2008 17:22:18	0	0	FM\burtojf	2592 K	2596 K	676	2080 K	2084 K	A	
CProcess.exe	1764	Normal	CurrProcess	1.13	CurrProcess	NirSoft		36,352	15/07/2008 16:29:23	15/07/2008 16:29:23	h:\dev\prototype\prototype\src\main\webapp\exe\CProcess.exe	0x00400000	15/08/2008 17:22:18	0	0	FM\burtojf	2284 K	2376 K	1110	980 K	1080 K	A	
