smss.exe	584	Normal	Microsoft® Windows® Operating System	5.1.2600.2180 (xpsp_sp2_rtm.040803-2158)	Windows NT Session Manager	Microsoft Corporation		50,688	05/09/2007 19:23:34	03/08/2004 23:56:58	C:\WINDOWS\System32\smss.exe	0x48580000	06/09/2008 03:17:56	0	0	NT AUTHORITY\SYSTEM	384 K	476 K	264	152 K	1680 K	A	
csrss.exe	632	Normal	Microsoft® Windows® Operating System	5.1.2600.2180 (xpsp_sp2_rtm.040803-2158)	Client Server Runtime Process	Microsoft Corporation		6,144	05/09/2007 19:22:56	03/08/2004 23:56:50	C:\WINDOWS\system32\csrss.exe	0x4A680000	06/09/2008 03:17:57	0	0	NT AUTHORITY\SYSTEM	7032 K	7056 K	20780	2340 K	5532 K	A	
winlogon.exe	656	High	Microsoft® Windows® Operating System	5.1.2600.2180 (xpsp_sp2_rtm.040803-2158)	Windows NT Logon Application	Microsoft Corporation		502,272	05/09/2007 19:23:43	03/08/2004 23:56:58	C:\WINDOWS\system32\winlogon.exe	0x01000000	06/09/2008 03:17:59	0	0	NT AUTHORITY\SYSTEM	1780 K	22216 K	386997	8360 K	13256 K	A	
services.exe	700	Normal	Microsoft® Windows® Operating System	5.1.2600.2180 (xpsp_sp2_rtm.040803-2158)	Services and Controller app	Microsoft Corporation		108,032	05/09/2007 19:23:32	03/08/2004 23:56:56	C:\WINDOWS\system32\services.exe	0x01000000	06/09/2008 03:18:00	0	0	NT AUTHORITY\SYSTEM	35536 K	38364 K	16316	4524 K	5212 K	A	
lsass.exe	712	Normal	Microsoft® Windows® Operating System	5.1.2600.2180 (xpsp_sp2_rtm.040803-2158)	LSA Shell (Export Version)	Microsoft Corporation		13,312	05/09/2007 19:23:15	03/08/2004 23:56:52	C:\WINDOWS\system32\lsass.exe	0x01000000	06/09/2008 03:18:00	0	0	NT AUTHORITY\SYSTEM	2732 K	33692 K	318217	4872 K	4912 K	A	
svchost.exe	896	Normal	Microsoft® Windows® Operating System	5.1.2600.2180 (xpsp_sp2_rtm.040803-2158)	Generic Host Process for Win32 Services	Microsoft Corporation		14,336	05/09/2007 19:23:38	03/08/2004 23:56:58	C:\WINDOWS\system32\svchost.exe	0x01000000	06/09/2008 03:18:00	0	0	NT AUTHORITY\SYSTEM	33676 K	33720 K	9601	3024 K	23456 K	A	
svchost.exe	968	Normal	Microsoft® Windows® Operating System	5.1.2600.2180 (xpsp_sp2_rtm.040803-2158)	Generic Host Process for Win32 Services	Microsoft Corporation		14,336	05/09/2007 19:23:38	03/08/2004 23:56:58	C:\WINDOWS\system32\svchost.exe	0x01000000	06/09/2008 03:18:01	0	0		30516 K	30520 K	7871	2148 K	2172 K	A	
svchost.exe	1064	Normal	Microsoft® Windows® Operating System	5.1.2600.2180 (xpsp_sp2_rtm.040803-2158)	Generic Host Process for Win32 Services	Microsoft Corporation		14,336	05/09/2007 19:23:38	03/08/2004 23:56:58	C:\WINDOWS\System32\svchost.exe	0x01000000	06/09/2008 03:18:01	0	0	NT AUTHORITY\SYSTEM	71000 K	76552 K	1780190	21152 K	27104 K	A	
svchost.exe	1152	Normal	Microsoft® Windows® Operating System	5.1.2600.2180 (xpsp_sp2_rtm.040803-2158)	Generic Host Process for Win32 Services	Microsoft Corporation		14,336	05/09/2007 19:23:38	03/08/2004 23:56:58	C:\WINDOWS\system32\svchost.exe	0x01000000	06/09/2008 03:18:01	0	0		24244 K	24272 K	8983	1480 K	1572 K	A	
svchost.exe	1220	Normal	Microsoft® Windows® Operating System	5.1.2600.2180 (xpsp_sp2_rtm.040803-2158)	Generic Host Process for Win32 Services	Microsoft Corporation		14,336	05/09/2007 19:23:38	03/08/2004 23:56:58	C:\WINDOWS\system32\svchost.exe	0x01000000	06/09/2008 03:18:01	0	0		136524 K	136944 K	58829	100648 K	106776 K	A	
spoolsv.exe	1280	Normal	Microsoft® Windows® Operating System	5.1.2600.2696 (xpsp_sp2_gdr.050610-1519)	Spooler SubSystem App	Microsoft Corporation		57,856	05/09/2007 19:23:37	10/06/2005 23:53:32	C:\WINDOWS\system32\spoolsv.exe	0x01000000	06/09/2008 03:18:01	0	0	NT AUTHORITY\SYSTEM	7088 K	7880 K	2131	5180 K	6064 K	A	
msdtc.exe	1436	Normal	Microsoft Distributed Transaction Coordinator	2001.12.4414.258	MS DTC console program	Microsoft Corporation		6,144	05/09/2007 11:36:58	03/08/2004 23:56:54	C:\WINDOWS\system32\msdtc.exe	0x00400000	06/09/2008 03:18:04	0	0		5060 K	5120 K	1407	1952 K	2000 K	A	
svchost.exe	1556	Normal	Microsoft® Windows® Operating System	5.1.2600.2180 (xpsp_sp2_rtm.040803-2158)	Generic Host Process for Win32 Services	Microsoft Corporation		14,336	05/09/2007 19:23:38	03/08/2004 23:56:58	C:\WINDOWS\system32\svchost.exe	0x01000000	06/09/2008 03:18:05	0	0		26220 K	26228 K	6596	2292 K	2316 K	A	
btwdins.exe	1572	Normal	Bluetooth Software 4.0.1.700	4.0.1.700	Bluetooth Support Server	Broadcom Corporation.		254,007	30/11/2004 10:50:00	30/11/2004 10:50:00	C:\Program Files\Linksys\Bluetooth Utility\bin\btwdins.exe	0x00400000	06/09/2008 03:18:05	0	0	NT AUTHORITY\SYSTEM	3168 K	3424 K	1200	2160 K	2248 K	A	
cisvc.exe	1584	Normal	Microsoft® Windows® Operating System	5.1.2600.2180 (xpsp_sp2_rtm.040803-2158)	Content Index service	Microsoft Corporation		5,632	05/09/2007 19:22:55	03/08/2004 23:56:48	C:\WINDOWS\system32\cisvc.exe	0x01000000	06/09/2008 03:18:05	0	0	NT AUTHORITY\SYSTEM	168 K	12100 K	2540845	5620 K	13788 K	A	
cvsservice.exe	1624	Normal	cvsnt	cvsservice 2.0.51d	cvsnt service	GNU		35,328	19/08/2004 08:39:30	19/08/2004 08:39:30	C:\cvsnt\cvsservice.exe	0x00400000	06/09/2008 03:18:05	0	0	NT AUTHORITY\SYSTEM	2988 K	2988 K	782	840 K	944 K	A	
cvslock.exe	1640	Normal						48,640	19/08/2004 08:39:30	19/08/2004 08:39:30	C:\cvsnt\cvslock.exe	0x00400000	06/09/2008 03:18:05	0	0	NT AUTHORITY\SYSTEM	2656 K	2656 K	678	812 K	812 K	A	
SRVANY.exe	1660	Normal						15,872	05/09/2007 19:24:20	02/12/1999 13:54:38	C:\WINDOWS\System32\SRVANY.exe	0x01000000	06/09/2008 03:18:05	0	0	NT AUTHORITY\SYSTEM	1620 K	1640 K	417	524 K	552 K	A	
FrameworkService.exe	1692	Normal	McAfee Common Framework	3.6.0.546	Framework Service	McAfee, Inc.		104,000	05/09/2007 12:05:04	10/07/2007 10:08:38	C:\Program Files\McAfee\Common Framework\FrameworkService.exe	0x00400000	06/09/2008 03:18:05	0	0	NT AUTHORITY\SYSTEM	16268 K	18408 K	1104888	11128 K	13412 K	A	
Mcshield.exe	1724	High	VirusScan	8.0.0.318	On-Access Scanner service	Network Associates, Inc.		221,191	14/02/2006 19:00:00	14/02/2006 19:00:00	C:\Program Files\Network Associates\VirusScan\Mcshield.exe	0x00400000	06/09/2008 03:18:05	0	0	NT AUTHORITY\SYSTEM	80720 K	102160 K	2192041	76592 K	111612 K	A	
VsTskMgr.exe	1748	Normal	VirusScan Enterprise	8.0.0.1004	Task Manager : scheduling and OAS alerting service	Network Associates, Inc.		29,184	08/06/2006 19:00:00	08/06/2006 19:00:00	C:\Program Files\Network Associates\VirusScan\VsTskMgr.exe	0x00400000	06/09/2008 03:18:05	0	0	NT AUTHORITY\SYSTEM	404 K	5468 K	40201	2800 K	3532 K	A	
MDM.EXE	1808	Normal	Microsoft® Visual Studio .NET	7.00.9466	Machine Debug Manager	Microsoft Corporation		322,120	19/06/2003 23:25:00	19/06/2003 23:25:00	C:\Program Files\Common Files\Microsoft Shared\VS7DEBUG\MDM.EXE	0x00400000	06/09/2008 03:18:05	0	0	NT AUTHORITY\SYSTEM	3384 K	3400 K	1199	1196 K	1236 K	A	
